best_rank,worst_rank,avg_rank,initial_rank,rank_improvement,rank_range,rank_volatility,avg_daily_rank_change,peak_popularity,avg_popularity,popularity_gap,playlist_entries,days_to_peak,stability_score
8,50,22.157894736842103,28,20,42,11.762345592034697,3.4594594594594597,71,66.5,4.5,38,12,2.9775090892160736
11,49,26.44736842105263,43,32,38,11.76020897507357,1.6283185840707963,83,78.3157894736842,4.684210526315795,114,40,9.090760208285005
39,50,44.416666666666664,49,10,11,3.1473476295842,2.1739130434782608,99,96.29166666666669,2.7083333333333144,24,19,6.027949000866952
44,50,46.55555555555556,48,4,6,1.7225911474978357,1.7647058823529411,91,91.0,0.0,18,1,7.345943227054403
6,50,35.813559322033896,6,0,44,11.715246222788211,1.452991452991453,86,84.05932203389831,1.9406779661016884,118,0,9.752072262491286
50,50,50.0,50,0,0,0.0,0.0,82,82.0,0.0,1,0,1.0
18,50,28.448275862068964,18,0,32,7.738729290683501,1.4513888888888888,88,85.53793103448275,2.462068965517247,145,0,23.34435513610516
17,47,34.857142857142854,17,0,30,7.185302459087681,3.7,77,73.28571428571429,3.714285714285708,21,0,2.56557410125815
44,44,44.0,44,0,0,0.0,0.0,65,65.0,0.0,1,0,1.0
46,50,47.125,50,4,4,1.4083086782851733,0.6,85,84.5,0.5,16,4,6.643666629724865
9,48,24.26315789473684,43,34,39,11.783369431685689,2.189189189189189,88,81.44736842105263,6.55263157894737,38,8,3.050838842483272
3,49,25.285714285714285,3,0,46,15.213498922028077,4.615384615384615,73,70.5,2.5,14,0,0.8634780233018822
8,48,26.5,8,0,40,14.832396974191326,6.0,87,73.75,13.25,8,0,0.5052930401531078
14,49,31.666666666666668,14,0,35,10.932298546744484,4.818181818181818,72,68.91666666666667,3.0833333333333286,12,0,1.005673798136235
7,47,21.57777777777778,22,15,40,9.93911552796084,1.898876404494382,79,76.03333333333333,2.966666666666669,90,6,8.318771272448872
32,50,45.395348837209305,50,18,18,3.610507957872174,2.3157894736842106,81,77.26162790697674,3.7383720930232585,172,353,78.29939852584214
40,40,40.0,40,0,0,0.0,0.0,60,60.0,0.0,1,0,1.0
1,49,12.8,7,6,48,12.24098307598972,0.8125,81,76.66896551724138,4.331034482758625,145,8,11.101894712527772
13,48,27.5,13,0,35,16.416455159382004,7.0,70,62.166666666666664,7.833333333333336,6,0,0.3445017912711062
50,50,50.0,50,0,0,0.0,0.0,79,79.0,0.0,1,0,1.0
15,49,32.0,15,0,34,11.44216224859082,3.3846153846153846,91,80.85714285714286,10.14285714285714,14,0,1.1252063524236406
33,44,39.333333333333336,39,6,11,3.427827300200521,3.125,91,87.0,4.0,9,6,2.032599600167879
40,49,44.333333333333336,40,0,9,3.2041639575194445,3.4,57,52.5,4.5,6,0,3.330031878266786
13,49,34.44578313253012,14,1,36,7.165726372127242,1.7195121951219512,90,89.33734939759036,0.6626506024096415,83,1,10.16443561999712
1,50,18.272727272727273,49,48,49,15.00512885182177,1.6143790849673203,92,87.66233766233766,4.337662337662337,154,6,10.246715382196554
22,49,32.333333333333336,22,0,27,9.973297682645727,5.4,84,67.0,17.0,6,0,0.5467818493149056
4,40,23.07317073170732,5,1,36,8.561730077566569,1.6419753086419753,83,80.32926829268293,2.670731707317074,82,2,8.575853881546585
21,50,40.9,47,26,29,7.227463724160638,2.391304347826087,67,63.3,3.700000000000003,70,17,8.994266335406959
1,39,4.515625,39,38,38,6.453723393121264,1.2857142857142858,89,85.875,3.125,64,7,8.586312722452645
25,25,25.0,25,0,0,0.0,0.0,0,0.0,0.0,1,0,1.0
21,50,37.25,35,14,29,8.842472526864281,2.0679611650485437,86,83.625,2.375,104,14,14.732070585336512
47,47,47.0,47,0,0,0.0,0.0,56,56.0,0.0,1,0,1.0
11,41,22.976470588235298,12,1,30,7.654716054247111,2.1547619047619047,73,68.91764705882353,4.082352941176467,85,14,9.82123497376764
32,32,32.0,32,0,0,0.0,0.0,67,67.0,0.0,1,0,1.0
1,44,17.102564102564102,1,0,43,12.266693193073015,1.2540192926045015,90,84.77564102564102,5.224358974358978,312,0,23.668294384311977
27,45,35.0,42,15,18,7.505553499465135,5.5,80,75.57142857142857,4.428571428571431,7,3,0.8229917077636616
20,45,34.333333333333336,34,14,25,7.036700328644918,7.272727272727272,95,89.33333333333333,5.666666666666671,12,6,1.493150112519293
3,50,31.19736842105263,3,0,47,12.452845880053829,2.4304635761589406,88,84.53289473684211,3.4671052631578902,152,0,12.78539883185756
17,28,25.25,17,0,11,5.5,3.6666666666666665,67,64.25,2.75,4,0,0.6153846153846154
29,29,29.0,29,0,0,0.0,0.0,61,61.0,0.0,1,0,1.0
4,6,5.25,4,0,2,0.957427107756338,1.3333333333333333,70,67.5,2.5,4,0,2.04349882769577
20,50,37.06060606060606,36,16,30,9.736337627479358,2.2615384615384615,84,80.43939393939394,3.5606060606060623,66,21,6.519914185712356
31,48,39.3,35,4,17,5.677440737985146,3.0,85,80.8,4.200000000000003,10,3,1.4975797453527688
13,49,27.45054945054945,16,3,36,9.628759564251247,2.160220994475138,79,76.54395604395604,2.456043956043956,182,95,18.628702512563446
11,50,26.650793650793652,41,30,39,11.23238223398232,2.0,87,85.55555555555556,1.4444444444444429,63,8,5.395514850463705
43,43,43.0,43,0,0,0.0,0.0,0,0.0,0.0,2,0,2.0
13,48,19.979591836734695,29,16,35,6.619069030455262,2.625,77,74.14285714285714,2.857142857142861,49,7,6.4312319266481435
21,50,33.857142857142854,21,0,29,9.566424803262896,3.0,93,79.57142857142857,13.42857142857143,14,0,1.3249514628331829
33,50,44.15,33,0,17,4.648429276308516,3.789473684210526,68,65.8,2.200000000000003,20,0,4.957130315403218
16,32,22.714285714285715,32,16,16,7.846746368491119,2.6666666666666665,70,66.85714285714286,3.142857142857139,7,4,0.7912513491888323
39,39,39.0,39,0,0,0.0,0.0,94,94.0,0.0,1,0,1.0
34,44,39.0,34,0,10,5.228129047119373,3.3333333333333335,55,49.0,6.0,4,0,0.642247450195348
32,50,43.76,39,7,18,4.0797456200508835,1.445945945945946,77,72.84,4.159999999999997,75,1,19.292304640841117
16,49,34.73913043478261,26,10,33,9.858785532402706,2.823529411764706,88,84.21739130434783,3.782608695652172,69,2,6.446393087985707
47,47,47.0,47,0,0,0.0,0.0,45,45.0,0.0,1,0,1.0
19,49,34.42857142857143,32,13,30,10.6966154655378,7.0,84,79.85714285714286,4.142857142857139,14,4,1.3679170737160191
22,23,22.5,23,1,1,0.7071067811865476,1.0,68,67.5,0.5,2,2,1.757359312880715
36,36,36.0,36,0,0,0.0,0.0,65,65.0,0.0,1,0,1.0
17,48,36.75,17,0,31,14.72809107341025,10.333333333333334,74,54.0,20.0,4,0,0.2543220268327641
10,46,26.376,10,0,36,9.51710175454963,1.0483870967741935,90,88.52,1.480000000000004,125,0,12.26573660792009
46,46,46.0,46,0,0,0.0,0.0,50,50.0,0.0,1,0,1.0
5,50,17.40566037735849,15,10,45,12.753172006462355,1.2095238095238094,79,76.10377358490567,2.8962264150943327,106,17,7.780023397491336
37,49,43.0,37,0,12,8.48528137423857,12.0,50,40.0,10.0,2,0,0.3162794946861368
26,43,30.875,26,0,17,5.488624600025037,3.2857142857142856,70,65.375,4.625,8,0,1.232926928762242
17,29,25.0,17,0,12,6.928203230275509,6.0,96,96.0,0.0,3,0,0.3783959508686495
15,46,34.25,15,0,31,14.885675440951054,10.333333333333334,75,54.5,20.5,4,0,0.2517991768665094
35,50,43.5,50,15,15,7.681145747868609,5.0,73,68.5,4.5,4,7,0.921537344533601
49,49,49.0,49,0,0,0.0,0.0,69,69.0,0.0,1,0,1.0
3,50,23.279151943462896,3,0,47,14.004425212031538,1.3439716312056738,79,77.19434628975264,1.8056537102473555,283,0,18.99439638457248
2,50,23.455445544554458,8,6,48,13.198124679268073,1.42,72,67.9009900990099,4.099009900990097,101,14,7.254479188395869
30,50,40.333333333333336,30,0,20,10.016652800877813,10.0,70,67.0,3.0,3,0,0.4538583624602926
8,49,25.2,8,0,41,12.49243839084878,1.4745762711864407,77,63.28333333333333,13.716666666666669,60,0,4.446935258247677
39,50,46.0,39,0,11,3.559026084010438,3.6666666666666665,92,84.71428571428571,7.285714285714292,7,0,1.535415650406262
3,50,21.995454545454542,47,44,47,14.291964638114049,1.4885844748858448,93,88.44090909090909,4.559090909090912,220,12,14.452034465811836
18,49,33.93023255813954,37,19,31,6.950146791314517,3.952380952380953,75,66.53488372093024,8.465116279069761,43,2,5.408705163403677
31,50,38.59782608695652,44,13,19,5.465294664665364,1.6593406593406594,90,88.23913043478261,1.760869565217391,92,52,14.693839171662423
35,49,44.583333333333336,49,14,14,5.053501636279421,3.090909090909091,64,60.333333333333336,3.666666666666664,12,5,3.13867925402556
35,49,44.0,35,0,14,4.4077853201547175,4.285714285714286,68,65.0,3.0,8,0,2.0341044159063046
42,47,44.42857142857143,45,3,5,1.7182493859684491,2.1666666666666665,96,92.14285714285714,3.857142857142861,7,7,3.678838318374983
45,45,45.0,45,0,0,0.0,0.0,64,64.0,0.0,1,0,1.0
8,50,28.61437908496732,47,39,42,14.752396853877562,1.5789473684210529,78,73.91503267973856,4.084967320261441,153,13,11.87120929815634
18,45,34.75,18,0,27,12.971121771072848,9.0,74,53.75,20.25,4,0,0.2863048555114582
7,50,15.513513513513514,50,43,43,10.576760745515044,2.4722222222222223,73,67.62162162162163,5.378378378378372,37,26,3.368818001625282
43,48,45.25,43,0,5,2.06155281280883,1.6666666666666667,63,61.0,2.0,4,0,1.3065265388416374
14,14,14.0,14,0,0,0.0,0.0,71,71.0,0.0,1,0,1.0
17,50,37.92307692307692,48,31,33,10.602370320369708,6.916666666666667,72,67.84615384615384,4.15384615384616,13,15,1.4652178417503137
12,46,30.124031007751935,12,0,34,9.163453013140352,1.5703125,80,78.9922480620155,1.0077519379844944,129,0,12.692536663790897
21,50,41.333333333333336,21,0,29,10.65207335060488,7.0,75,60.5,14.5,6,0,0.6007514533571502
20,49,32.23076923076923,20,0,29,10.528958844965365,3.6666666666666665,74,68.61538461538461,5.384615384615387,13,0,1.127595316699134
2,49,21.6734693877551,2,0,47,14.909990715263763,1.3125,92,88.28571428571429,3.714285714285708,49,0,3.0798258073771385
1,34,3.3055555555555554,34,33,33,5.815346418593992,1.0857142857142856,93,87.55555555555556,5.444444444444443,36,5,5.282196646935345
44,47,45.5,44,0,3,2.1213203435596424,3.0,62,60.0,2.0,2,0,0.9611317230511224
21,50,31.03669724770642,50,29,29,6.739774979077825,2.185185185185185,75,67.90825688073394,7.091743119266056,109,60,16.796353944580595
37,48,41.53846153846154,48,11,11,3.710691413905331,1.75,84,82.3076923076923,1.6923076923076934,13,8,2.759679812951818
28,50,42.666666666666664,28,0,22,12.701705922171769,11.0,84,84.0,0.0,3,0,0.2189508384605943
23,23,23.0,23,0,0,0.0,0.0,0,0.0,0.0,1,0,1.0
11,50,31.8625,50,39,39,10.80384714847203,2.0,79,76.69375,2.3062500000000057,160,18,14.31736601417077
16,50,38.55172413793103,47,31,34,10.57002118504923,2.5789473684210527,76,74.03448275862068,1.9655172413793167,58,11,5.9636883024174345
8,49,18.328282828282827,49,41,41,7.568858726192747,1.4923857868020305,77,71.31818181818181,5.681818181818187,198,47,23.4570327767916
43,43,43.0,43,0,0,0.0,0.0,25,25.0,0.0,1,0,1.0
9,9,9.0,9,0,0,0.0,0.0,58,57.0,1.0,2,0,2.0
43,43,43.0,43,0,0,0.0,0.0,54,54.0,0.0,1,0,1.0
43,43,43.0,43,0,0,0.0,0.0,64,64.0,0.0,1,0,1.0
16,28,24.0,16,0,12,6.928203230275509,6.0,87,87.0,0.0,3,0,0.3783959508686495
12,48,23.52173913043478,30,18,36,9.90788491933971,2.4444444444444446,83,77.8913043478261,5.108695652173907,46,24,4.217132866743201
9,16,13.5,9,0,7,3.3166247903554003,2.3333333333333335,68,65.75,2.25,4,0,0.92664991614216
26,50,37.71232876712329,49,23,24,7.629401192562729,1.9166666666666667,77,73.38356164383562,3.61643835616438,73,38,17.498317279551188
6,50,24.24025974025974,36,30,44,16.046930842830278,1.4444444444444444,92,87.25324675324676,4.746753246753244,154,21,9.151207418994815
19,35,28.75,19,0,16,6.849574196011505,5.333333333333333,66,63.5,2.5,4,0,0.5095817811407483
32,50,43.8,49,17,18,3.848605553428717,2.2058823529411766,75,73.42857142857143,1.5714285714285694,35,35,17.530813563477402
43,43,43.0,43,0,0,0.0,0.0,60,60.0,0.0,1,0,1.0
16,46,32.666666666666664,16,0,30,13.246383154154444,6.0,71,67.5,3.5,6,0,0.4211595276552923
9,50,31.983333333333334,9,0,41,10.92524894113495,1.6890756302521008,96,93.06666666666666,2.933333333333337,120,0,37.56734993218204
5,5,5.0,5,0,0,0.0,0.0,48,24.0,24.0,2,0,2.0
3,46,26.666666666666668,3,0,43,15.295501984321437,3.357142857142857,89,81.4,7.599999999999994,15,0,0.9204994123183264
2,50,24.965853658536584,2,0,48,15.944567114496252,1.2058823529411764,84,79.95121951219512,4.048780487804876,205,0,14.045799954156902
24,48,33.875,24,0,24,8.061150219239364,5.428571428571429,69,65.375,3.625,8,0,0.8828901195141601
11,28,21.5,11,0,17,8.18535277187245,5.666666666666667,76,55.75,20.25,4,0,0.4354759255680273
2,41,6.748466257668712,41,39,39,5.540360952588337,0.5802469135802469,98,95.2085889570552,2.7914110429448016,163,41,25.533758948565374
4,49,21.929577464788732,4,0,45,12.16065501182612,1.1418439716312057,96,93.90140845070422,2.098591549295776,142,0,10.789736519375312
18,47,37.142857142857146,21,3,29,8.338728412317524,2.5555555555555554,78,74.07142857142857,3.9285714285714306,28,3,2.998266869295479
16,45,25.17241379310345,16,0,29,6.0537412606776915,3.3214285714285716,78,73.51724137931035,4.482758620689651,29,0,3.969524677080357
13,50,29.779411764705884,13,0,37,9.927657719702278,2.1037037037037036,79,77.04411764705883,1.955882352941174,136,0,12.44548497843189
22,46,36.16,35,13,24,5.983867199952443,2.875,78,77.68,0.3199999999999932,25,23,3.5796786055969445
13,50,39.0,13,0,37,17.530925056406275,12.333333333333334,75,71.75,3.25,4,0,0.2158553870259796
25,37,30.0,37,12,12,5.033222956847167,4.0,76,75.75,0.25,4,4,0.8287444431877738
40,45,42.5,40,0,5,3.5355339059327378,5.0,60,58.5,1.5,2,0,0.4409624184230848
6,50,28.876106194690266,9,3,44,10.789489547838109,2.1160714285714284,78,74.53097345132744,3.4690265486725593,113,4,9.754451160363264
13,19,17.0,13,0,6,2.70801280154532,2.3333333333333335,68,65.5,2.5,4,0,1.078744927291781
1,50,15.876623376623376,1,0,49,14.18658480832841,1.2679738562091505,100,94.512987012987,5.487012987013003,154,0,10.60146188441964
2,49,17.776699029126213,32,30,47,15.59595978277013,2.42156862745098,85,83.11650485436893,1.8834951456310731,103,23,6.628119219365765
8,25,14.090909090909092,18,10,17,4.867330797357941,4.5,83,77.27272727272727,5.727272727272734,11,6,1.8747877663473993
9,50,20.775641025641026,11,2,41,11.369780953970656,2.129032258064516,83,80.55128205128206,2.448717948717942,156,9,19.15959554028512
48,48,48.0,48,0,0,0.0,0.0,0,0.0,0.0,1,0,1.0
11,19,16.75,11,0,8,3.8622100754188224,2.6666666666666665,68,65.5,2.5,4,0,0.8226711594018172
16,29,24.75,16,0,13,5.909032633745279,4.333333333333333,67,64.25,2.75,4,0,0.5789522516456348
50,50,50.0,50,0,0,0.0,0.0,0,0.0,0.0,1,0,1.0
23,23,23.0,23,0,0,0.0,0.0,67,67.0,0.0,1,0,1.0
39,39,39.0,39,0,0,0.0,0.0,66,66.0,0.0,1,0,1.0
22,44,32.0,38,16,22,6.225642190943452,2.3793103448275863,77,75.1,1.9000000000000057,30,5,4.151880096913974
5,26,13.363636363636363,5,0,21,8.732384866377881,3.5,80,76.63636363636364,3.36363636363636,11,0,1.1302471234980958
39,50,47.01960784313726,43,4,11,2.9899176983885805,1.96,86,84.54901960784314,1.4509803921568647,51,21,56.64277237880753
41,48,44.53333333333333,46,5,7,1.9223002094465087,1.9285714285714288,84,83.13333333333334,0.86666666666666,15,9,5.475139052544653
30,50,35.6,41,11,20,5.138093031466052,2.7857142857142856,71,68.53333333333333,2.466666666666669,15,4,2.4437557272437314
35,46,40.5,35,0,11,7.7781745930520225,11.0,56,54.5,1.5,2,0,0.2278378014471268
32,41,34.5,32,0,9,4.358898943540674,5.666666666666667,52,33.25,18.75,4,0,0.746421987453483
34,37,36.0,34,0,3,1.7320508075688772,1.5,55,45.666666666666664,9.333333333333336,3,0,1.098076211353316
22,44,35.5,22,0,22,9.433981132056603,7.333333333333333,65,62.5,2.5,4,0,0.3833627787298456
42,42,42.0,42,0,0,0.0,0.0,38,38.0,0.0,1,0,1.0
15,50,29.06081081081081,50,35,35,7.848242882640445,2.1564625850340136,78,76.50675675675676,1.493243243243242,148,152,17.29156873622603
17,50,37.666666666666664,47,30,33,10.805091392487157,8.25,75,72.0,3.0,9,115,10.334523973075012
46,46,46.0,46,0,0,0.0,0.0,69,69.0,0.0,1,0,1.0
45,50,47.666666666666664,45,0,5,2.5166114784235836,3.5,74,68.0,6.0,3,0,1.9905525654309528
15,26,22.5,15,0,11,5.196152422706632,4.666666666666667,67,64.25,2.75,4,0,0.6455619111856357
32,50,40.916666666666664,50,18,18,6.8328914668024305,3.130434782608696,75,71.83333333333333,3.1666666666666714,24,7,3.1916693989640565
15,50,38.9375,47,32,35,8.35478421952588,5.645161290322581,80,74.78125,5.21875,32,35,4.38278414957154
30,50,41.888888888888886,49,19,20,5.051703995846227,2.096774193548387,81,78.63492063492063,2.3650793650793673,63,29,12.06271821128492
45,50,46.5,45,0,5,2.380476142847616,1.6666666666666667,68,66.5,1.5,4,0,1.1832652652979574
4,48,10.753086419753089,17,13,44,8.038773838389993,1.1490683229813663,80,75.53086419753086,4.46913580246914,162,4,18.144053931679306
27,27,27.0,27,0,0,0.0,0.0,69,69.0,0.0,1,0,1.0
10,49,24.467153284671532,45,35,39,10.908746554735274,1.4264705882352942,80,73.46715328467154,6.532846715328461,137,7,11.756065120416205
21,47,32.19230769230769,25,4,26,6.2318893690669555,1.766990291262136,90,88.66346153846153,1.336538461538467,104,11,14.380750961822011
39,50,43.666666666666664,43,4,11,4.4121045620731465,5.0,61,55.833333333333336,5.166666666666664,6,4,1.4781680413313265
12,50,26.52777777777778,25,13,38,8.977706073892504,2.8285714285714287,91,87.30555555555556,3.694444444444443,36,5,3.6080437460667425
25,25,25.0,25,0,0,0.0,0.0,0,0.0,0.0,2,0,2.0
44,49,46.9,49,5,5,1.449137674618944,1.5555555555555556,76,76.0,0.0,10,2,4.083069769263125
2,45,9.24,27,25,43,8.891171424111072,1.0808080808080809,89,86.4,2.5999999999999943,100,9,10.110025972882893
7,46,36.0,7,0,39,14.422205101855956,8.2,78,75.83333333333333,2.1666666666666714,6,0,0.3890494232422016
38,38,38.0,38,0,0,0.0,0.0,65,65.0,0.0,1,0,1.0
46,46,46.0,46,0,0,0.0,0.0,68,68.0,0.0,1,0,1.0
31,44,40.6,31,0,13,5.412947441089743,4.0,53,45.4,7.600000000000001,5,0,0.9356072313264472
37,37,37.0,37,0,0,0.0,0.0,0,0.0,0.0,2,0,2.0
22,49,32.51754385964912,36,14,27,6.62688604796775,2.1238938053097347,76,73.82456140350877,2.175438596491233,114,13,15.078237602703236
1,45,13.225626740947074,3,2,44,9.71791012460485,1.0921787709497206,94,87.05292479108635,6.947075208913645,359,85,33.96184477833732
46,50,47.875,47,1,4,1.4577379737113252,2.142857142857143,76,75.375,0.625,8,7,8.951320374799247
36,36,36.0,36,0,0,0.0,0.0,57,57.0,0.0,1,0,1.0
19,49,35.15,36,17,30,7.035810655421831,5.842105263157895,79,76.5,2.5,20,9,2.7377449448931963
6,50,25.201680672268907,6,0,44,12.832413826284986,1.5084745762711864,90,85.32773109243698,4.672268907563023,119,0,8.89215733021736
27,50,41.142857142857146,27,0,23,8.60998653494116,2.6153846153846154,58,51.714285714285715,6.285714285714285,14,0,1.9771099502499283
36,41,39.25,41,5,5,2.3629078131263053,1.6666666666666667,69,66.5,2.5,4,3,1.1894468187284106
45,45,45.0,45,0,0,0.0,0.0,65,65.0,0.0,1,0,1.0
29,50,36.6875,35,6,21,6.4158008073817285,4.333333333333333,83,79.25,3.75,16,10,2.427249661571641
41,41,41.0,41,0,0,0.0,0.0,59,59.0,0.0,1,0,1.0
46,46,46.0,46,0,0,0.0,0.0,29,29.0,0.0,1,0,1.0
7,48,18.76,48,41,41,7.359200896689651,1.445945945945946,87,82.92,4.079999999999998,75,17,9.091778142345756
27,27,27.0,27,0,0,0.0,0.0,68,68.0,0.0,1,0,1.0
8,49,32.45454545454545,8,0,41,13.84459198650243,4.3,81,71.0,10.0,11,0,0.7410105990115352
26,50,40.0,33,7,24,10.36822067666386,11.5,86,83.4,2.5999999999999943,5,1,1.4953967277303817
48,50,48.75,50,2,2,0.9574271077563378,1.0,74,72.5,1.5,4,1,2.043498827695771
7,48,20.579234972677597,7,0,41,11.234904669288518,1.120879120879121,97,94.68852459016394,2.3114754098360635,183,0,16.18320741779135
46,50,48.666666666666664,46,0,4,2.3094010767585034,2.0,81,80.33333333333333,0.6666666666666714,3,0,0.9065084377558866
4,49,37.37931034482759,4,0,45,12.846383018198011,2.4642857142857144,79,75.51724137931035,3.4827586206896513,29,0,2.0944097792099137
28,50,39.0,28,0,22,11.0,11.0,57,57.0,0.0,3,0,0.25
22,49,36.04878048780488,39,17,27,8.006095238979471,2.85,87,83.53658536585365,3.4634146341463463,41,10,4.552472399197716
4,50,16.32,40,36,46,11.711067026923333,1.7171717171717171,89,84.83,4.170000000000002,100,14,8.181846557784445
45,50,47.166666666666664,48,3,5,1.9407902170679523,1.8,59,55.0,4.0,6,15,7.82102710574562
36,48,42.027027027027025,42,6,12,3.7452672837899033,1.2777777777777777,87,87.0,0.0,37,11,7.797242554996649
2,49,24.427586206896553,39,37,47,14.056801846825602,2.4652777777777777,83,78.1655172413793,4.834482758620695,145,9,9.89585979252383
2,9,5.0,8,6,7,2.6457513110645903,1.0,75,69.55555555555556,5.444444444444443,9,6,2.468626966596886
20,50,32.57692307692308,22,2,30,6.874311697502065,1.805825242718447,87,85.63461538461539,1.3653846153846132,104,1,13.2075035882808
21,44,33.357142857142854,21,0,23,5.19296629631888,2.317073170731707,64,57.714285714285715,6.285714285714285,42,0,6.781887384881287
1,50,24.10144927536232,1,0,49,15.417313046660407,1.5048543689320388,85,80.3719806763285,4.628019323671495,207,0,21.37986886175628
24,45,38.0,24,0,21,12.12435565298214,10.5,83,83.0,0.0,3,0,0.2285826504037426
1,50,14.77639751552795,14,13,49,11.26442139841163,1.1,82,76.98136645962732,5.018633540372676,161,4,13.29047614273187
27,47,37.0,27,0,20,14.142135623730953,20.0,63,31.5,31.5,2,0,0.1320817650626226
21,48,37.1875,21,0,27,7.968427281046952,2.3333333333333335,93,91.4375,1.5625,16,0,1.7840363197026667
28,50,42.54545454545455,46,18,22,8.04193554268668,5.1,85,83.0909090909091,1.9090909090909065,11,2,1.4377452635696668
6,49,15.045454545454543,49,43,43,11.532468751218689,3.4761904761904763,72,66.54545454545455,5.454545454545453,22,8,1.755440243795594
15,45,32.30769230769231,45,30,30,10.355229076692083,4.083333333333333,78,74.61538461538461,3.384615384615387,13,8,1.1448470050405233
10,49,27.88235294117647,10,0,39,11.577838563870705,2.4545454545454546,77,74.6470588235294,2.352941176470594,34,0,2.782672064223815
9,47,28.25,9,0,38,12.927243958541062,4.909090909090909,70,67.58333333333333,2.4166666666666714,12,0,0.8616205787535477
16,43,22.75,16,0,27,9.437766079503591,4.142857142857143,78,74.375,3.625,8,0,0.7664475270919725
1,50,17.294444444444444,32,31,49,14.056429460814028,0.9608938547486032,81,75.63888888888889,5.361111111111114,180,16,12.220692859411304
47,47,47.0,47,0,0,0.0,0.0,80,80.0,0.0,1,0,1.0
39,50,46.8,50,11,11,4.868264577855234,4.25,76,72.4,3.5999999999999943,5,3,0.8520406559152498
2,40,8.889655172413793,40,38,38,7.54442145026092,0.875,89,85.48275862068965,3.5172413793103487,145,28,17.204207547078695
15,50,24.31446540880503,15,0,35,8.52036901558674,1.3227848101265822,85,82.72955974842768,2.2704402515723245,159,0,21.95293057000473
17,17,17.0,17,0,0,0.0,0.0,68,68.0,0.0,1,0,1.0
26,41,31.75,28,2,15,3.8135912550861506,1.2608695652173914,82,81.16666666666667,0.8333333333333286,24,1,4.985882416717675
20,47,34.1125,20,0,27,6.946438391658994,1.6962025316455696,84,82.7375,1.2625000000000028,80,0,10.067403288997028
40,50,45.0,40,0,10,7.0710678118654755,10.0,32,16.0,16.0,2,0,0.2477986861985908
29,29,29.0,29,0,0,0.0,0.0,66,66.0,0.0,1,0,1.0
16,26,18.714285714285715,16,0,10,3.946064947695181,3.8333333333333335,72,64.14285714285714,7.857142857142861,7,0,1.4152664944810185
49,50,49.625,50,1,1,0.5175491695067631,0.4285714285714285,73,71.75,1.25,8,20,15.814973565436782
7,47,19.0,47,40,40,18.76166303929372,14.666666666666666,98,98.0,0.0,4,1,0.2024121144079056
7,50,32.806666666666665,40,33,43,12.099529452643663,2.9932885906040267,76,70.24666666666667,5.75333333333333,150,46,15.72575570326508
15,50,37.70909090909091,15,0,35,7.5832972582114575,1.9444444444444444,80,75.03636363636363,4.963636363636368,55,0,7.689352706136235
21,49,35.10204081632653,49,28,28,6.786152868032026,2.7291666666666665,89,80.77551020408163,8.224489795918373,49,28,6.5500897380775935
15,47,28.496350364963504,47,32,32,9.834007686109445,1.75,78,75.75912408759125,2.240875912408754,137,20,12.829970591419778
1,28,9.81896551724138,1,0,27,7.013774196946826,0.8260869565217391,90,87.77586206896552,2.224137931034477,116,0,14.724647475712118
28,49,37.57142857142857,33,5,21,8.403514004215593,9.666666666666666,72,68.0,4.0,7,3,0.7444025708753028
40,46,43.0,46,6,6,4.242640687119285,6.0,63,63.0,0.0,2,1,0.3814871396610924
30,50,44.88235294117647,36,6,20,6.845457918769724,2.25,76,74.41176470588235,1.588235294117652,17,2,5.225953720548331
31,50,42.42857142857143,49,18,19,8.263517065131184,7.833333333333333,68,66.57142857142857,1.4285714285714306,7,4,0.7556525184531379
19,49,34.0,19,0,30,21.213203435596427,30.0,61,30.5,30.5,2,0,0.0900365409157969
